item_id,gold_label,gold_source
ASG000b5qb,wildebeest|zebra,Snapshot Serengeti expert gold_standard_data.csv
ASG000b5qi,wildebeest|zebra,Snapshot Serengeti expert gold_standard_data.csv
ASG000b5qv,zebra,Snapshot Serengeti expert gold_standard_data.csv
ASG000b5r1,zebra,Snapshot Serengeti expert gold_standard_data.csv
ASG000b5s9,wildebeest,Snapshot Serengeti expert gold_standard_data.csv
ASG000b5t5,koriBustard,Snapshot Serengeti expert gold_standard_data.csv
ASG000b5tc,eland,Snapshot Serengeti expert gold_standard_data.csv
ASG000b5tm,wildebeest|zebra,Snapshot Serengeti expert gold_standard_data.csv
ASG000b5u4,lionFemale,Snapshot Serengeti expert gold_standard_data.csv
ASG000b5uj,zebra,Snapshot Serengeti expert gold_standard_data.csv
ASG000b5vt,mongoose,Snapshot Serengeti expert gold_standard_data.csv
ASG000b5w5,zebra,Snapshot Serengeti expert gold_standard_data.csv
ASG000b5wb,zebra,Snapshot Serengeti expert gold_standard_data.csv
ASG000b5wk,zebra,Snapshot Serengeti expert gold_standard_data.csv
ASG000b5yh,warthog,Snapshot Serengeti expert gold_standard_data.csv
ASG000b5z2,wildebeest|zebra,Snapshot Serengeti expert gold_standard_data.csv
ASG000b5ze,lionFemale,Snapshot Serengeti expert gold_standard_data.csv
ASG000b5zn,zebra,Snapshot Serengeti expert gold_standard_data.csv
ASG000b610,wildebeest|zebra,Snapshot Serengeti expert gold_standard_data.csv
ASG000b61j,wildebeest|zebra,Snapshot Serengeti expert gold_standard_data.csv
ASG000b61s,eland,Snapshot Serengeti expert gold_standard_data.csv
ASG000b61z,zebra,Snapshot Serengeti expert gold_standard_data.csv
ASG000b620,lionFemale,Snapshot Serengeti expert gold_standard_data.csv
ASG000b638,wildebeest|zebra,Snapshot Serengeti expert gold_standard_data.csv
ASG000b63n,wildebeest,Snapshot Serengeti expert gold_standard_data.csv
ASG000b65z,otherBird|zebra,Snapshot Serengeti expert gold_standard_data.csv
ASG000b66e,wildebeest|zebra,Snapshot Serengeti expert gold_standard_data.csv
ASG000b66u,zebra,Snapshot Serengeti expert gold_standard_data.csv
ASG000b66x,zebra,Snapshot Serengeti expert gold_standard_data.csv
ASG000b681,wildebeest|zebra,Snapshot Serengeti expert gold_standard_data.csv
ASG000b68k,zebra,Snapshot Serengeti expert gold_standard_data.csv
ASG000b694,hyenaSpotted,Snapshot Serengeti expert gold_standard_data.csv
ASG000b6a5,zebra,Snapshot Serengeti expert gold_standard_data.csv
ASG000b6al,zebra,Snapshot Serengeti expert gold_standard_data.csv
ASG000b6ax,zebra,Snapshot Serengeti expert gold_standard_data.csv
ASG000b6bn,wildebeest|zebra,Snapshot Serengeti expert gold_standard_data.csv
ASG000b6cd,jackal,Snapshot Serengeti expert gold_standard_data.csv
ASG000b6co,zebra,Snapshot Serengeti expert gold_standard_data.csv
ASG000b74s,impossible,Snapshot Serengeti expert gold_standard_data.csv
ASG000b7ey,buffalo,Snapshot Serengeti expert gold_standard_data.csv
ASG000b7m6,zebra,Snapshot Serengeti expert gold_standard_data.csv
ASG000b7nd,wildebeest|zebra,Snapshot Serengeti expert gold_standard_data.csv
ASG000b7nl,zebra,Snapshot Serengeti expert gold_standard_data.csv
ASG000b7qq,wildebeest|zebra,Snapshot Serengeti expert gold_standard_data.csv
ASG000b7rk,otherBird,Snapshot Serengeti expert gold_standard_data.csv
ASG000b7ug,zebra,Snapshot Serengeti expert gold_standard_data.csv
ASG000b7ur,otherBird|wildebeest|zebra,Snapshot Serengeti expert gold_standard_data.csv
ASG000b7yr,zebra,Snapshot Serengeti expert gold_standard_data.csv
ASG000b8df,reedbuck,Snapshot Serengeti expert gold_standard_data.csv
ASG000b8iq,wildebeest,Snapshot Serengeti expert gold_standard_data.csv
ASG000b8j8,wildebeest,Snapshot Serengeti expert gold_standard_data.csv
ASG000b8ji,impala,Snapshot Serengeti expert gold_standard_data.csv
ASG000b8jp,zebra,Snapshot Serengeti expert gold_standard_data.csv
ASG000b8ky,wildebeest,Snapshot Serengeti expert gold_standard_data.csv
ASG000b8lk,giraffe,Snapshot Serengeti expert gold_standard_data.csv
ASG000b8ny,elephant,Snapshot Serengeti expert gold_standard_data.csv
ASG000b8o0,elephant,Snapshot Serengeti expert gold_standard_data.csv
ASG000b8o3,impala,Snapshot Serengeti expert gold_standard_data.csv
ASG000b90n,zebra,Snapshot Serengeti expert gold_standard_data.csv
ASG000b9ep,wildebeest,Snapshot Serengeti expert gold_standard_data.csv
ASG000b9zw,otherBird|wildebeest,Snapshot Serengeti expert gold_standard_data.csv
ASG000baqo,buffalo,Snapshot Serengeti expert gold_standard_data.csv
ASG000baxg,giraffe,Snapshot Serengeti expert gold_standard_data.csv
ASG000baz0,wildebeest,Snapshot Serengeti expert gold_standard_data.csv
ASG000bb5t,wildebeest,Snapshot Serengeti expert gold_standard_data.csv
ASG000bb8x,wildebeest,Snapshot Serengeti expert gold_standard_data.csv
ASG000bbc5,wildebeest,Snapshot Serengeti expert gold_standard_data.csv
ASG000bbcl,wildebeest,Snapshot Serengeti expert gold_standard_data.csv
ASG000bbcm,giraffe,Snapshot Serengeti expert gold_standard_data.csv
ASG000bbj3,giraffe,Snapshot Serengeti expert gold_standard_data.csv
ASG000bbl7,baboon,Snapshot Serengeti expert gold_standard_data.csv
ASG000bbla,human,Snapshot Serengeti expert gold_standard_data.csv
ASG000bblr,giraffe,Snapshot Serengeti expert gold_standard_data.csv
ASG000bbn0,giraffe,Snapshot Serengeti expert gold_standard_data.csv
ASG000bbne,wildebeest,Snapshot Serengeti expert gold_standard_data.csv
ASG000bboi,hippopotamus,Snapshot Serengeti expert gold_standard_data.csv
ASG000bbqx,wildebeest,Snapshot Serengeti expert gold_standard_data.csv
ASG000bbrz,giraffe,Snapshot Serengeti expert gold_standard_data.csv
ASG000bbtk,warthog,Snapshot Serengeti expert gold_standard_data.csv
ASG000bbtl,baboon,Snapshot Serengeti expert gold_standard_data.csv
ASG000bbto,warthog,Snapshot Serengeti expert gold_standard_data.csv
ASG000bbu0,giraffe,Snapshot Serengeti expert gold_standard_data.csv
ASG000bbu6,warthog,Snapshot Serengeti expert gold_standard_data.csv
ASG000bbu9,buffalo,Snapshot Serengeti expert gold_standard_data.csv
ASG000bbuq,warthog,Snapshot Serengeti expert gold_standard_data.csv
ASG000bbv4,warthog,Snapshot Serengeti expert gold_standard_data.csv
ASG000bbva,warthog,Snapshot Serengeti expert gold_standard_data.csv
ASG000bbvi,warthog,Snapshot Serengeti expert gold_standard_data.csv
ASG000bbw7,buffalo,Snapshot Serengeti expert gold_standard_data.csv
ASG000bbw8,warthog,Snapshot Serengeti expert gold_standard_data.csv
ASG000bbwf,warthog,Snapshot Serengeti expert gold_standard_data.csv
ASG000bbwi,warthog,Snapshot Serengeti expert gold_standard_data.csv
ASG000bbwl,buffalo,Snapshot Serengeti expert gold_standard_data.csv
ASG000bbws,zebra,Snapshot Serengeti expert gold_standard_data.csv
ASG000bbwy,human,Snapshot Serengeti expert gold_standard_data.csv
ASG000bbxe,wildebeest,Snapshot Serengeti expert gold_standard_data.csv
ASG000bby4,leopard,Snapshot Serengeti expert gold_standard_data.csv
ASG000bby5,wildebeest,Snapshot Serengeti expert gold_standard_data.csv
ASG000bbye,wildebeest,Snapshot Serengeti expert gold_standard_data.csv
ASG000bbz7,wildebeest,Snapshot Serengeti expert gold_standard_data.csv
ASG000bbzv,wildebeest,Snapshot Serengeti expert gold_standard_data.csv
ASG000bc1u,zebra,Snapshot Serengeti expert gold_standard_data.csv
ASG000bc2e,zebra,Snapshot Serengeti expert gold_standard_data.csv
ASG000bc2x,wildebeest,Snapshot Serengeti expert gold_standard_data.csv
ASG000bc3o,wildebeest,Snapshot Serengeti expert gold_standard_data.csv
ASG000bc4n,wildebeest,Snapshot Serengeti expert gold_standard_data.csv
ASG000bc4s,wildebeest,Snapshot Serengeti expert gold_standard_data.csv
ASG000bc50,wildebeest|zebra,Snapshot Serengeti expert gold_standard_data.csv
ASG000bc5l,wildebeest,Snapshot Serengeti expert gold_standard_data.csv
ASG000bc5n,wildebeest,Snapshot Serengeti expert gold_standard_data.csv
ASG000bc5y,wildebeest,Snapshot Serengeti expert gold_standard_data.csv
ASG000bc65,wildebeest,Snapshot Serengeti expert gold_standard_data.csv
ASG000bc6m,wildebeest,Snapshot Serengeti expert gold_standard_data.csv
ASG000bc7w,buffalo,Snapshot Serengeti expert gold_standard_data.csv
ASG000bc7x,guineaFowl,Snapshot Serengeti expert gold_standard_data.csv
ASG000bc8u,wildebeest,Snapshot Serengeti expert gold_standard_data.csv
ASG000bc90,wildebeest|zebra,Snapshot Serengeti expert gold_standard_data.csv
ASG000bc9c,elephant,Snapshot Serengeti expert gold_standard_data.csv
ASG000bcac,wildebeest,Snapshot Serengeti expert gold_standard_data.csv
ASG000bcb1,wildebeest|zebra,Snapshot Serengeti expert gold_standard_data.csv
ASG000bcd2,wildebeest,Snapshot Serengeti expert gold_standard_data.csv
ASG000bcei,wildebeest,Snapshot Serengeti expert gold_standard_data.csv
ASG000bcel,warthog,Snapshot Serengeti expert gold_standard_data.csv
ASG000bcfu,wildebeest,Snapshot Serengeti expert gold_standard_data.csv
ASG000bcgp,wildebeest,Snapshot Serengeti expert gold_standard_data.csv
ASG000bcgr,wildebeest,Snapshot Serengeti expert gold_standard_data.csv
ASG000bcgv,zebra,Snapshot Serengeti expert gold_standard_data.csv
ASG000bchf,baboon,Snapshot Serengeti expert gold_standard_data.csv
ASG000bchq,wildebeest,Snapshot Serengeti expert gold_standard_data.csv
ASG000bci4,reedbuck,Snapshot Serengeti expert gold_standard_data.csv
ASG000bciw,wildebeest|zebra,Snapshot Serengeti expert gold_standard_data.csv
ASG000bcja,wildebeest,Snapshot Serengeti expert gold_standard_data.csv
ASG000bck6,wildebeest,Snapshot Serengeti expert gold_standard_data.csv
ASG000bcka,zebra,Snapshot Serengeti expert gold_standard_data.csv
ASG000bcld,wildebeest,Snapshot Serengeti expert gold_standard_data.csv
ASG000bcm3,zebra,Snapshot Serengeti expert gold_standard_data.csv
ASG000bcmq,baboon,Snapshot Serengeti expert gold_standard_data.csv
ASG000bcmw,zebra,Snapshot Serengeti expert gold_standard_data.csv
ASG000bcmy,elephant,Snapshot Serengeti expert gold_standard_data.csv
ASG000bcnc,zebra,Snapshot Serengeti expert gold_standard_data.csv
ASG000bcnh,wildebeest,Snapshot Serengeti expert gold_standard_data.csv
ASG000bcnn,wildebeest|zebra,Snapshot Serengeti expert gold_standard_data.csv
ASG000bcp9,zebra,Snapshot Serengeti expert gold_standard_data.csv
ASG000bcpy,baboon,Snapshot Serengeti expert gold_standard_data.csv
ASG000bctx,wildebeest,Snapshot Serengeti expert gold_standard_data.csv
ASG000bcvg,wildebeest|zebra,Snapshot Serengeti expert gold_standard_data.csv
ASG000bcxa,wildebeest,Snapshot Serengeti expert gold_standard_data.csv
ASG000bd2a,buffalo,Snapshot Serengeti expert gold_standard_data.csv
ASG000bd35,hippopotamus,Snapshot Serengeti expert gold_standard_data.csv
ASG000bd3h,hippopotamus,Snapshot Serengeti expert gold_standard_data.csv
ASG000bd46,hippopotamus,Snapshot Serengeti expert gold_standard_data.csv
ASG000bd4o,wildebeest,Snapshot Serengeti expert gold_standard_data.csv
ASG000bd8q,wildebeest,Snapshot Serengeti expert gold_standard_data.csv
ASG000bd93,gazelleGrants,Snapshot Serengeti expert gold_standard_data.csv
ASG000bdbn,zebra,Snapshot Serengeti expert gold_standard_data.csv
ASG000bdca,wildebeest,Snapshot Serengeti expert gold_standard_data.csv
ASG000bdcp,zebra,Snapshot Serengeti expert gold_standard_data.csv
ASG000bdeg,warthog,Snapshot Serengeti expert gold_standard_data.csv
ASG000bdex,zebra,Snapshot Serengeti expert gold_standard_data.csv
ASG000bdf2,zebra,Snapshot Serengeti expert gold_standard_data.csv
ASG000bdfk,gazelleThomsons,Snapshot Serengeti expert gold_standard_data.csv
ASG000bdfw,human,Snapshot Serengeti expert gold_standard_data.csv
ASG000bdgu,zebra,Snapshot Serengeti expert gold_standard_data.csv
ASG000bdik,wildebeest,Snapshot Serengeti expert gold_standard_data.csv
ASG000bdin,wildebeest,Snapshot Serengeti expert gold_standard_data.csv
ASG000bdjo,hyenaSpotted,Snapshot Serengeti expert gold_standard_data.csv
ASG000bdl9,gazelleThomsons,Snapshot Serengeti expert gold_standard_data.csv
ASG000bdm7,human,Snapshot Serengeti expert gold_standard_data.csv
ASG000bdmc,wildebeest|zebra,Snapshot Serengeti expert gold_standard_data.csv
ASG000bdos,zebra,Snapshot Serengeti expert gold_standard_data.csv
ASG000bdph,wildebeest,Snapshot Serengeti expert gold_standard_data.csv
ASG000bdr5,warthog,Snapshot Serengeti expert gold_standard_data.csv
ASG000bdrt,zebra,Snapshot Serengeti expert gold_standard_data.csv
ASG000bdsm,wildebeest,Snapshot Serengeti expert gold_standard_data.csv
ASG000bdsx,reedbuck,Snapshot Serengeti expert gold_standard_data.csv
ASG000bdta,jackal,Snapshot Serengeti expert gold_standard_data.csv
ASG000bduo,zebra,Snapshot Serengeti expert gold_standard_data.csv
ASG000bdwh,giraffe,Snapshot Serengeti expert gold_standard_data.csv
ASG000bdwi,gazelleGrants,Snapshot Serengeti expert gold_standard_data.csv
ASG000bdwz,gazelleGrants,Snapshot Serengeti expert gold_standard_data.csv
ASG000bdxs,wildebeest,Snapshot Serengeti expert gold_standard_data.csv
ASG000bdy0,zebra,Snapshot Serengeti expert gold_standard_data.csv
ASG000bdyh,buffalo,Snapshot Serengeti expert gold_standard_data.csv
ASG000bdyk,buffalo,Snapshot Serengeti expert gold_standard_data.csv
ASG000bdzu,buffalo,Snapshot Serengeti expert gold_standard_data.csv
ASG000be04,buffalo,Snapshot Serengeti expert gold_standard_data.csv
ASG000be0y,wildebeest,Snapshot Serengeti expert gold_standard_data.csv
ASG000be1l,buffalo,Snapshot Serengeti expert gold_standard_data.csv
ASG000be1s,wildebeest,Snapshot Serengeti expert gold_standard_data.csv
ASG000be28,buffalo,Snapshot Serengeti expert gold_standard_data.csv
ASG000be2x,wildebeest,Snapshot Serengeti expert gold_standard_data.csv
ASG000be3y,buffalo,Snapshot Serengeti expert gold_standard_data.csv
ASG000be4s,buffalo,Snapshot Serengeti expert gold_standard_data.csv
ASG000be4t,buffalo,Snapshot Serengeti expert gold_standard_data.csv
ASG000be5n,zebra,Snapshot Serengeti expert gold_standard_data.csv
ASG000be6g,otherBird,Snapshot Serengeti expert gold_standard_data.csv
ASG000be7b,wildebeest,Snapshot Serengeti expert gold_standard_data.csv
ASG000be7c,wildebeest,Snapshot Serengeti expert gold_standard_data.csv
ASG000be7n,wildebeest,Snapshot Serengeti expert gold_standard_data.csv
ASG000be7q,secretaryBird,Snapshot Serengeti expert gold_standard_data.csv
ASG000be8c,zebra,Snapshot Serengeti expert gold_standard_data.csv
ASG000be8q,human,Snapshot Serengeti expert gold_standard_data.csv
ASG000be8z,wildebeest,Snapshot Serengeti expert gold_standard_data.csv
ASG000be9e,wildebeest,Snapshot Serengeti expert gold_standard_data.csv
ASG000be9m,giraffe,Snapshot Serengeti expert gold_standard_data.csv
ASG000be9w,wildebeest,Snapshot Serengeti expert gold_standard_data.csv
ASG000bebs,zebra,Snapshot Serengeti expert gold_standard_data.csv
ASG000bec4,zebra,Snapshot Serengeti expert gold_standard_data.csv
ASG000becr,wildebeest,Snapshot Serengeti expert gold_standard_data.csv
ASG000becw,impossible,Snapshot Serengeti expert gold_standard_data.csv
ASG000bedh,wildebeest,Snapshot Serengeti expert gold_standard_data.csv
ASG000bees,otherBird,Snapshot Serengeti expert gold_standard_data.csv
ASG000befw,warthog|wildebeest,Snapshot Serengeti expert gold_standard_data.csv
ASG000beh4,mongoose,Snapshot Serengeti expert gold_standard_data.csv
ASG000beh9,guineaFowl,Snapshot Serengeti expert gold_standard_data.csv
ASG000bek5,hyenaSpotted,Snapshot Serengeti expert gold_standard_data.csv
ASG000belp,hyenaSpotted,Snapshot Serengeti expert gold_standard_data.csv
ASG000bepl,guineaFowl,Snapshot Serengeti expert gold_standard_data.csv
ASG000bes1,guineaFowl,Snapshot Serengeti expert gold_standard_data.csv
ASG000besm,wildebeest,Snapshot Serengeti expert gold_standard_data.csv
ASG000betc,wildebeest,Snapshot Serengeti expert gold_standard_data.csv
ASG000beuc,wildebeest,Snapshot Serengeti expert gold_standard_data.csv
ASG000beuf,wildebeest,Snapshot Serengeti expert gold_standard_data.csv
ASG000bex1,guineaFowl,Snapshot Serengeti expert gold_standard_data.csv
ASG000bezk,wildebeest,Snapshot Serengeti expert gold_standard_data.csv
ASG000bf0k,wildebeest,Snapshot Serengeti expert gold_standard_data.csv
ASG000bf0x,warthog,Snapshot Serengeti expert gold_standard_data.csv
ASG000bf1k,giraffe,Snapshot Serengeti expert gold_standard_data.csv
ASG000bf2a,wildebeest,Snapshot Serengeti expert gold_standard_data.csv
ASG000bf5b,wildebeest,Snapshot Serengeti expert gold_standard_data.csv
ASG000bf7n,wildebeest,Snapshot Serengeti expert gold_standard_data.csv
ASG000bf8z,zebra,Snapshot Serengeti expert gold_standard_data.csv
ASG000bf91,gazelleGrants|otherBird|warthog,Snapshot Serengeti expert gold_standard_data.csv
ASG000bf99,zebra,Snapshot Serengeti expert gold_standard_data.csv
ASG000bfa9,wildebeest,Snapshot Serengeti expert gold_standard_data.csv
ASG000bfbe,zebra,Snapshot Serengeti expert gold_standard_data.csv
ASG000bfcg,hartebeest,Snapshot Serengeti expert gold_standard_data.csv
ASG000bfcm,wildebeest,Snapshot Serengeti expert gold_standard_data.csv
ASG000bfdm,secretaryBird,Snapshot Serengeti expert gold_standard_data.csv
ASG000bfe9,gazelleThomsons,Snapshot Serengeti expert gold_standard_data.csv
ASG000bfea,wildebeest,Snapshot Serengeti expert gold_standard_data.csv
ASG000bfec,guineaFowl,Snapshot Serengeti expert gold_standard_data.csv
ASG000bfeu,wildebeest,Snapshot Serengeti expert gold_standard_data.csv
ASG000bfex,wildebeest,Snapshot Serengeti expert gold_standard_data.csv
ASG000bffh,topi,Snapshot Serengeti expert gold_standard_data.csv
ASG000bfgi,wildebeest,Snapshot Serengeti expert gold_standard_data.csv
ASG000bfgu,hartebeest,Snapshot Serengeti expert gold_standard_data.csv
ASG000bfhv,warthog,Snapshot Serengeti expert gold_standard_data.csv
ASG000bfid,wildebeest,Snapshot Serengeti expert gold_standard_data.csv
ASG000bfj9,zebra,Snapshot Serengeti expert gold_standard_data.csv
ASG000bfjr,wildebeest,Snapshot Serengeti expert gold_standard_data.csv
ASG000bfkq,wildebeest,Snapshot Serengeti expert gold_standard_data.csv
ASG000bflr,wildebeest,Snapshot Serengeti expert gold_standard_data.csv
ASG000bfly,hartebeest,Snapshot Serengeti expert gold_standard_data.csv
ASG000bfmb,giraffe,Snapshot Serengeti expert gold_standard_data.csv
ASG000bfme,wildebeest,Snapshot Serengeti expert gold_standard_data.csv
ASG000bfmk,giraffe,Snapshot Serengeti expert gold_standard_data.csv
ASG000bfmr,wildebeest,Snapshot Serengeti expert gold_standard_data.csv
ASG000bfnc,wildebeest,Snapshot Serengeti expert gold_standard_data.csv
ASG000bfnm,wildebeest,Snapshot Serengeti expert gold_standard_data.csv
ASG000bfoa,hartebeest,Snapshot Serengeti expert gold_standard_data.csv
ASG000bfow,wildebeest,Snapshot Serengeti expert gold_standard_data.csv
ASG000bfp1,wildebeest,Snapshot Serengeti expert gold_standard_data.csv
ASG000bfp6,wildebeest,Snapshot Serengeti expert gold_standard_data.csv
ASG000bfpb,wildebeest,Snapshot Serengeti expert gold_standard_data.csv
ASG000bfpx,elephant,Snapshot Serengeti expert gold_standard_data.csv
ASG000bfq1,wildebeest,Snapshot Serengeti expert gold_standard_data.csv
ASG000bfq7,zebra,Snapshot Serengeti expert gold_standard_data.csv
ASG000bfr3,wildebeest|zebra,Snapshot Serengeti expert gold_standard_data.csv
ASG000bfr4,zebra,Snapshot Serengeti expert gold_standard_data.csv
ASG000bfr8,wildebeest,Snapshot Serengeti expert gold_standard_data.csv
ASG000bfrh,wildebeest,Snapshot Serengeti expert gold_standard_data.csv
ASG000bfrq,wildebeest,Snapshot Serengeti expert gold_standard_data.csv
ASG000bfs6,zebra,Snapshot Serengeti expert gold_standard_data.csv
ASG000bfsg,zebra,Snapshot Serengeti expert gold_standard_data.csv
ASG000bft9,zebra,Snapshot Serengeti expert gold_standard_data.csv
ASG000bftn,warthog,Snapshot Serengeti expert gold_standard_data.csv
ASG000bfu7,wildebeest,Snapshot Serengeti expert gold_standard_data.csv
ASG000bfug,zebra,Snapshot Serengeti expert gold_standard_data.csv
ASG000bfui,hartebeest,Snapshot Serengeti expert gold_standard_data.csv
ASG000bfzc,human,Snapshot Serengeti expert gold_standard_data.csv
ASG000bfzu,buffalo,Snapshot Serengeti expert gold_standard_data.csv
ASG000bg3m,giraffe,Snapshot Serengeti expert gold_standard_data.csv
ASG000bg3o,zebra,Snapshot Serengeti expert gold_standard_data.csv
ASG000bgdj,elephant,Snapshot Serengeti expert gold_standard_data.csv
ASG000bgjl,buffalo,Snapshot Serengeti expert gold_standard_data.csv
ASG000bglu,wildebeest|zebra,Snapshot Serengeti expert gold_standard_data.csv
ASG000bglz,zebra,Snapshot Serengeti expert gold_standard_data.csv
ASG000bgm3,wildebeest,Snapshot Serengeti expert gold_standard_data.csv
ASG000bgn0,zebra,Snapshot Serengeti expert gold_standard_data.csv
ASG000bgn1,zebra,Snapshot Serengeti expert gold_standard_data.csv
ASG000bgnq,warthog,Snapshot Serengeti expert gold_standard_data.csv
ASG000bgnx,wildebeest,Snapshot Serengeti expert gold_standard_data.csv
ASG000bgoj,zebra,Snapshot Serengeti expert gold_standard_data.csv
ASG000bgok,wildebeest|zebra,Snapshot Serengeti expert gold_standard_data.csv
ASG000bgol,warthog,Snapshot Serengeti expert gold_standard_data.csv
ASG000bgom,wildebeest,Snapshot Serengeti expert gold_standard_data.csv
ASG000bgpx,wildebeest|zebra,Snapshot Serengeti expert gold_standard_data.csv
ASG000bgqa,wildebeest,Snapshot Serengeti expert gold_standard_data.csv
ASG000bgqg,warthog,Snapshot Serengeti expert gold_standard_data.csv
ASG000bgqu,wildebeest,Snapshot Serengeti expert gold_standard_data.csv
ASG000bgr3,wildebeest,Snapshot Serengeti expert gold_standard_data.csv
ASG000bgri,wildebeest,Snapshot Serengeti expert gold_standard_data.csv
ASG000bgrz,wildebeest,Snapshot Serengeti expert gold_standard_data.csv
ASG000bgsa,wildebeest,Snapshot Serengeti expert gold_standard_data.csv
ASG000bgsb,wildebeest|zebra,Snapshot Serengeti expert gold_standard_data.csv
ASG000bgu0,zebra,Snapshot Serengeti expert gold_standard_data.csv
ASG000bgu7,human,Snapshot Serengeti expert gold_standard_data.csv
ASG000bgup,warthog,Snapshot Serengeti expert gold_standard_data.csv
ASG000bgv1,wildebeest|zebra,Snapshot Serengeti expert gold_standard_data.csv
ASG000bgvu,zebra,Snapshot Serengeti expert gold_standard_data.csv
ASG000bgw3,otherBird|zebra,Snapshot Serengeti expert gold_standard_data.csv
ASG000bgwa,zebra,Snapshot Serengeti expert gold_standard_data.csv
ASG000bgwf,otherBird,Snapshot Serengeti expert gold_standard_data.csv
ASG000bgxv,wildebeest,Snapshot Serengeti expert gold_standard_data.csv
ASG000bgym,zebra,Snapshot Serengeti expert gold_standard_data.csv
ASG000bgz3,zebra,Snapshot Serengeti expert gold_standard_data.csv
ASG000bgzp,zebra,Snapshot Serengeti expert gold_standard_data.csv
ASG000bgzs,zebra,Snapshot Serengeti expert gold_standard_data.csv
ASG000bh15,wildebeest,Snapshot Serengeti expert gold_standard_data.csv
ASG000bh1b,zebra,Snapshot Serengeti expert gold_standard_data.csv
ASG000bh1o,hyenaSpotted,Snapshot Serengeti expert gold_standard_data.csv
ASG000bh20,zebra,Snapshot Serengeti expert gold_standard_data.csv
ASG000bh22,zebra,Snapshot Serengeti expert gold_standard_data.csv
ASG000bh2n,wildebeest|zebra,Snapshot Serengeti expert gold_standard_data.csv
ASG000bh4n,zebra,Snapshot Serengeti expert gold_standard_data.csv
ASG000bh5c,zebra,Snapshot Serengeti expert gold_standard_data.csv
ASG000bh5m,wildebeest,Snapshot Serengeti expert gold_standard_data.csv
ASG000bh67,wildebeest,Snapshot Serengeti expert gold_standard_data.csv
ASG000bh7i,ostrich,Snapshot Serengeti expert gold_standard_data.csv
