item_id,rater_id,label,split
ASG000b48a,50ef209b84af3b0e4c000001:64ab0ec2dfe0b05781edfb55754110e9,reedbuck,expert_gold_subset
ASG000b48a,50ef774895e6e4410c000001:c9645d58418f5b96666e0184b81b3a4a,reedbuck,expert_gold_subset
ASG000b48a,50ef847195e6e47dc3000001:4fc05cf8b9dbf986f96d360896996a4a,blank,expert_gold_subset
ASG000b48a,50efb2de95e6e4146a000001:aab988be6c9228c6133af590c58e9d3b,reedbuck,expert_gold_subset
ASG000b48a,5104371195ad7f50e0000001:4940be4d89f84081f60636bd20190432,reedbuck,expert_gold_subset
ASG000b48a,51058b3795ad7f1774000001:c9ed41ab6188237bca08f133be14c750,dikDik,expert_gold_subset
ASG000b48a,5113c9dfc3b663020d0033c1:ea70245709b75e068275e5e5f2fe2677,reedbuck,expert_gold_subset
ASG000b48a,5117baa876cbad184f00287a:130505aba335d2098cd146db3b240b59,impala,expert_gold_subset
ASG000b48a,511a0f4307f67514e7001258:de9efeb4dad9e29c4b998b79c4f658b9,reedbuck,expert_gold_subset
ASG000b48a,511d44df07f67523e8003f81:b856c17be2ba8890e39e45b4d8d146f0,gazelleGrants,expert_gold_subset
ASG000b48a,5121545c07f67501c3005567:5cd5ee1b8ec8eef4fd81d257db6d0a42,reedbuck,expert_gold_subset
ASG000b48a,51255bc92f48cc7ac2005937:a989ea85bc482e7a3f3a0e137267b80d,reedbuck,expert_gold_subset
ASG000b48a,512b9de3ea731b72370037d8:not-logged-in-0857a497beb0aaa9d1ff5d17003c142a,impala,expert_gold_subset
ASG000b48a,512c3d0dea731b289f003047:not-logged-in-f4787acd5adfc4747027df97cec18384,reedbuck,expert_gold_subset
ASG000b48a,5130b1a12f48cc6406007d45:c4fc6524f13745d2b9ce76000a369a06,reedbuck,expert_gold_subset
ASG000b48a,513489c82f48cc7e3200e2db:68040f67607a838be8dd536819ed82f0,reedbuck,expert_gold_subset
ASG000b48a,513a21f092816c5d95005b5f:36da2c552830479a0dded184d87c73d6,reedbuck,expert_gold_subset
ASG000b48a,513a8c2592816c45b40002d0:016452e100ab625c80df856d1ef15693,dikDik,expert_gold_subset
ASG000b48a,5140ec6c92816c482800812f:3c471de7482868a3314951445a6c2e54,impala,expert_gold_subset
ASG000b48a,5158b7052dda9056e1006dea:not-logged-in-858addd0ab4c6d53c0f5998a60810d8a,reedbuck,expert_gold_subset
ASG000b48a,515d05e680b0df03d3002de8:9c9e366f8edb065beb025ce60e4b3e25,reedbuck,expert_gold_subset
ASG000b48a,515ecd3bc237d90403002166:6f5399aa13db455beef19fbbd009c542,reedbuck,expert_gold_subset
ASG000b48a,517b5f6cde59d9072501b7fd:b487311663c40f7574d2c920efbf150f,reedbuck,expert_gold_subset
ASG000b48a,517fdbaade59d907250333d6:c0db5a74dd94cec1f0cb3a9d19d29abe,blank,expert_gold_subset
ASG000b48a,5187ee30de59d923c800c643:e55ce68a70d50f97c6f5b4c1f0e4d058,reedbuck,expert_gold_subset
ASG000b48a,5193bfa52887f3084f0187f0:not-logged-in-ec3e630abe2e7e765d61981526791593,reedbuck,expert_gold_subset
ASG000b4c2,50f1750edea6531857000001:1e50e42f4846bc31046882c80fb4a132,elephant,expert_gold_subset
ASG000b4c2,50f19308dea6534f42000001:3836f02756d8b0c17a9c14add9540147,elephant,expert_gold_subset
ASG000b4c2,50f1c8bad89f277397000001:aab585a56dd4c1e7eaf105fdb662d716,elephant,expert_gold_subset
ASG000b4c2,50f1e11cd89f271fab000001:308a3f2d7dba1cada85d26c68532f1e8,elephant,expert_gold_subset
ASG000b4c2,50f221fd95ad7f6803000001:c9ed41ab6188237bca08f133be14c750,elephant,expert_gold_subset
ASG000b4c2,50f2220adea6531052000001:6874ecdbdb214ee888e37c8c983e2f1c,elephant,expert_gold_subset
ASG000b4c2,50f22f2595ad7f3483000001:06c143eb07e32751802bb58f872df0d9,elephant,expert_gold_subset
ASG000b4c2,50f25590dea6537a69000001:dc6557cb073e9681e4774ba0d57930ef,elephant,expert_gold_subset
ASG000b4c2,50f26d5edea653489b000001:3b29aebb386d3c4bcd70c9ecb79f2c7c,elephant,expert_gold_subset
ASG000b4c2,50f28eabdea6537b4d000001:51160b7bf95d851957338d67aabb1a32,elephant,expert_gold_subset
ASG000b4c2,51057c62dea65373d3000001:65d6953709096ecee04922a7df09505e,elephant,expert_gold_subset
ASG000b4c2,510d13b43cc0d34f2900358f:a7301fdfbe524b8a0ac3ff23fcfe9504,elephant,expert_gold_subset
ASG000b4c2,513663b82f48cc7e32016be1:8ddea68d835e2862c96faf5e875c3d31,elephant,expert_gold_subset
ASG000b4c2,513738f42f48cc7e320194c7:5f6df4b9017d886ab16c16891cb59168,elephant,expert_gold_subset
ASG000b4c2,513a8e0daa17f81cc70075b4:016452e100ab625c80df856d1ef15693,elephant,expert_gold_subset
ASG000b4c2,514865f2a202b404ca0023b1:not-logged-in-499f54e77d2913e6877cc9bd2c2b2479,elephant,expert_gold_subset
ASG000b4c2,514e49a5e2b58d04b60086b7:128f186a6e624baa44916dc982afe3f0,elephant,expert_gold_subset
ASG000b4c2,5166efbbebc6ae043e003b91:f919fefbfe8d5bb785b21c99724ec5a0,elephant,expert_gold_subset
ASG000b4c2,517a8f40de59d907250146ea:2fd0fc97a352bf8ee284597393d6ca07,elephant,expert_gold_subset
ASG000b4c2,517ac002de59d9072501635f:12882a1ff9012ecca9e0a21a3b064f95,elephant,expert_gold_subset
ASG000b4cg,50ef8afc95e6e43cdc000001:425e1309f848a462ca1becfb581e3947,otherBird,expert_gold_subset
ASG000b4cg,50f02d7995e6e42f44000001:ff7d2b0618886758c79d25c0cca8e2a1,otherBird,expert_gold_subset
ASG000b4cg,50f031bddea6531c09000001:6e3dba82a7a1cd1ca87e712322fb06df,otherBird,expert_gold_subset
ASG000b4cg,50f035a3dea653788a000001:67c85e34e144ef16944045302bae7e59,otherBird,expert_gold_subset
ASG000b4cg,50f03b4b9b15ae0376000001:a019f0a8f590a17703fe30e02bc7e79e,otherBird,expert_gold_subset
ASG000b4cg,50f0466076e1ae0cb9000001:d4bab848e641ed82f2cdc35a2eb6ec1a,otherBird,expert_gold_subset
ASG000b4cg,50f047e076e1ae214a000001:faf70a6fd51c7f92b308d95ca33d1e93,otherBird,expert_gold_subset
ASG000b4cg,50f04abb9b15ae3f9e000001:84d613033960af6feefc8b80223ef2cf,otherBird,expert_gold_subset
ASG000b4cg,50f05e95dea6530e6f000001:a37d5b1b284ce4d92305ad11e504e90e,otherBird,expert_gold_subset
ASG000b4cg,50f0692276e1ae03cc000001:ba465c0125977f4f77ef7f1a0074d299,otherBird,expert_gold_subset
ASG000b4cg,5107aa6795ad7f630a000001:ec563b180e6a09e51276f4a1d5c370af,blank,expert_gold_subset
ASG000b4cg,51090db1dea6535c40000001:6814ad69827b3bc079533aa22a5ae6d9,blank,expert_gold_subset
ASG000b4cg,51394cadaa17f81cc7000d9b:0d1b47abc0226f0ed33b47576be4fc68,otherBird,expert_gold_subset
ASG000b4cg,514ae879a202b404ca009bba:e55ce68a70d50f97c6f5b4c1f0e4d058,otherBird,expert_gold_subset
ASG000b4cg,51549a437c523903f50008a4:64d6f3f96bf0181d7280248a1d6e1fcc,otherBird,expert_gold_subset
ASG000b4cg,51a3abd9b8b6a2329801a780:7de7fc1edf70af6004163e5eea6e177c,otherBird,expert_gold_subset
ASG000b4k2,50ef891595e6e423c5000001:e7ad7a4d65de1f890395169f32a0b589,elephant,expert_gold_subset
ASG000b4k2,50f0133d95e6e47310000001:3836f02756d8b0c17a9c14add9540147,elephant,expert_gold_subset
ASG000b4k2,50f01d7c95e6e4273f000001:cd077f781708649ed99cc30dc76a8057,elephant,expert_gold_subset
ASG000b4k2,50f025cb95e6e431d7000001:fcea58e9f0eb41cda73b2b69d332e6da,elephant,expert_gold_subset
ASG000b4k2,50f02d0c95e6e409a2000001:0550a80729fc941dd6228390c3809882,elephant,expert_gold_subset
ASG000b4k2,50f0319fdea65318f2000001:624b0440cdfbaff1992ab589c8f21b69,elephant,expert_gold_subset
ASG000b4k2,50f0419cdea65351fd000001:041bd91b5f5e89ca3226ed7e76c9835c,elephant,expert_gold_subset
ASG000b4k2,50f04de59b15ae6081000001:7585f8ea8785382132a158c51aa1dd8a,elephant,expert_gold_subset
ASG000b4k2,50f051369b15ae7ce3000001:7b95ab12da079253b6473312470635f5,elephant,expert_gold_subset
ASG000b4k2,50f065ba9b15ae616c000001:9ceb61b948573fd123cc5008db95c97f,elephant,expert_gold_subset
ASG000b4k2,510cb7233cc0d34f290021b4:bcc396957f27507650e49e306dddc105,elephant,expert_gold_subset
ASG000b4k2,511aafbe2f48cc0f63005b72:6ec7cefc235fa5f603534782c2c66f5c,elephant,expert_gold_subset
ASG000b4k2,51453123aa17f83da801597d:68040f67607a838be8dd536819ed82f0,elephant,expert_gold_subset
ASG000b4k2,514e203b3a9e2b04cd003988:eb6f5626c03a2e4356a40244216c6487,elephant,expert_gold_subset
ASG000b4k2,5150d4514bbc9504ae0084fd:not-logged-in-05ad7fb022804527fb12119a4e3f7c33,elephant,expert_gold_subset
ASG000b4k2,515c7eb92dda9038db001f01:2f2d12eab226f775875fe537bc5e2122,elephant,expert_gold_subset
ASG000b4vc,50fac63cdea65364f1000001:7cc0c04980b1cfafafba1720df3e16c7,reedbuck,expert_gold_subset
ASG000b4vc,50fafe6d95ad7f0bd3000001:972e165ca59c2a7212596bc79c5edd5f,reedbuck,expert_gold_subset
ASG000b4vc,50fb058ddea6534be5000001:ed07e3b8d8133782f496e3b33c3a4af6,reedbuck,expert_gold_subset
ASG000b4vc,50fb0b6c95ad7f5644000001:5641f1ec7086a7f6bc653079674faf6b,dikDik,expert_gold_subset
ASG000b4vc,50fb0eea95ad7f6930000001:848919010a25ed6fe90f3a2478a58bc4,dikDik,expert_gold_subset
ASG000b4vc,50fb5e89dea6530561000001:3f5575968beb7537f7a26a303edde283,dikDik,expert_gold_subset
ASG000b4vc,50fcb72595ad7f0846000001:3596ce930873390712202fb6bb174115,reedbuck,expert_gold_subset
ASG000b4vc,50fcbb6895ad7f133b000001:839d5e2c57264c55953c54f7d9f6a368,dikDik,expert_gold_subset
ASG000b4vc,50fcd273dea653152d000001:c21a2dee0faedcb95f76879429ac853b,reedbuck,expert_gold_subset
ASG000b4vc,50fd17e095ad7f783f000001:d2f96c63e3e5fee901d208576da6f8f9,reedbuck,expert_gold_subset
ASG000b4vc,50fd25ec95ad7f2148000001:cd077f781708649ed99cc30dc76a8057,reedbuck,expert_gold_subset
ASG000b4vc,50fd325795ad7f488a000001:93c1ee2e8dc222653c4b15aa4048bd6e,reedbuck,expert_gold_subset
ASG000b4vc,50fd9737dea653427f000001:ee60a382e813c6e9bd8c32ba1e6ab9eb,reedbuck,expert_gold_subset
ASG000b4vc,50fda023dea653040e000001:8cdcca83453c601bc7362028337df8aa,reedbuck,expert_gold_subset
ASG000b4vc,51094c7bdea6536305000001:22ca1df36e43c0ac759e2046c34926ec,reedbuck,expert_gold_subset
ASG000b4vc,51862ac4c580b81709004483:not-logged-in-46f9e1e79ed1f32e822eed0f0648f5de,reedbuck,expert_gold_subset
ASG000b4y1,50e6368de399560f310009c3:b13ac5e2f30c0d2bce384d413a97968f,warthog,expert_gold_subset
ASG000b4y1,50e6d30fe399560f1c000bb2:a019f0a8f590a17703fe30e02bc7e79e,warthog,expert_gold_subset
ASG000b4y1,50e6fb5845d7e10e7300112b:7cc0c04980b1cfafafba1720df3e16c7,warthog,expert_gold_subset
ASG000b4y1,50e700b045d7e10e6900072f:fd833dab4c2886e61d01a903629b52e0,warthog,expert_gold_subset
ASG000b4y1,50e70686e399560f510002cb:b24e4ae537b9372de2919b539f9f0fde,warthog,expert_gold_subset
ASG000b4y1,50e731ec45d7e10e930008d3:17d923db18724ed5ba42a129d65eaaf1,warthog,expert_gold_subset
ASG000b4y1,50e762e045d7e14a8e0005e0:7ffb9cd02748a5abcad0d8f672967f2f,warthog,expert_gold_subset
ASG000b4y1,50e7720845d7e149b10006af:2637b96caba91e4f308e4cf4752096de,warthog,expert_gold_subset
ASG000b4y1,50e7775645d7e149c6000392:ac157c39926fc301901e0b493d635405,warthog,expert_gold_subset
ASG000b4y1,50e77dece399565d08000661:d3fa5366ae09be70864a74ac3353734f,warthog,expert_gold_subset
ASG000b4y1,5102fdb8dea6535d98000001:e85b8f77ed1ab5e56ae0542fcb3a2253,warthog,expert_gold_subset
ASG000b4y1,5105513adea65347cb000001:4b7d54dcd8964870b43c07eab0444fa5,warthog,expert_gold_subset
ASG000b4y1,5107677bdea65378d7000001:4d6df10fa5f6f2690fc4fda142888ef3,warthog,expert_gold_subset
ASG000b4y1,510808a795ad7f5ab6000001:1086d80185a58a5dba8ba566efda6482,warthog,expert_gold_subset
ASG000b4y1,51096a90dea6532250000001:not-logged-in-c8513663ad3098191fa5ff22fd005c16,warthog,expert_gold_subset
ASG000b4y1,510c3553c3b6633a63000294:ee9ddf8f7e6d9e5d07a9f63fe73b73d7,warthog,expert_gold_subset
ASG000b4y1,510d5c6bc3b6633a630076b0:cc0d5873f2f02377821197877e35a58d,warthog,expert_gold_subset
ASG000b4y1,51115208c3b663532b0077ea:84272859c25e82ef3930eacd4846d57a,warthog,expert_gold_subset
ASG000b4y1,511974d42f48cc0f630002a0:18ce4784ecf24c50ec02d57553fb567d,warthog,expert_gold_subset
ASG000b4y1,513600ee92816c078a0023f7:not-logged-in-f42e942b60c3b3397f7eefca07017ff1,wildebeest,expert_gold_subset
ASG000b4y1,513a2bb2aa17f81cc7004dab:not-logged-in-2009385051e526b9d4c08c137779396a,blank,expert_gold_subset
ASG000b4y1,513b6519aa17f81cc7009d16:172992099cab826e47ded10f3cdd2077,warthog,expert_gold_subset
ASG000b4y1,513c9b8392816c45b4004cd2:32f176b025436f54fe9d61fbd3412e67,blank,expert_gold_subset
ASG000b4y1,513d87f492816c52640024ec:e55ce68a70d50f97c6f5b4c1f0e4d058,warthog,expert_gold_subset
ASG000b4y1,513f896092816c4828004392:df20f678bbd5ec8891959e1871d342c8,blank,expert_gold_subset
ASG000b4y1,5143c1c4aa17f83da80115b7:7d4fd5bedd2f2c204bb3f10d358b2d6e,warthog,expert_gold_subset
ASG000b4y1,514d1c257c1d5e04d3014f0f:not-logged-in-08755a8ee34cd7ca4a878a0412137fb1,blank,expert_gold_subset
ASG000b4y1,5151b5504bbc9504ae00dfea:f3f8a1fcfad8c7f9af65ab646a13c528,warthog,expert_gold_subset
ASG000b4y1,51725e86ded9100e16007c1d:79a9701d10b2b2357192af08f274b79d,warthog,expert_gold_subset
ASG000b4y1,5181c5f7de59d9072503f49e:c0cf8b401361017b32cb5ea4717fc1c6,warthog,expert_gold_subset
ASG000b4yi,50f7449d95ad7f2ff1000001:435eb06868b5f90cbdb6cb70622c8698,elephant,expert_gold_subset
ASG000b4yi,50f7c59bdea6530191000001:d611a545a9ce526b955d21078b611037,elephant,expert_gold_subset
ASG000b4yi,50f8181a95ad7f3cb5000001:0d0e762fc4fb5917b489b606f708697a,elephant,expert_gold_subset
ASG000b4yi,50f8362edea653314f000001:7f5ea1c652a825e426e5a162b6a6dcfb,elephant,expert_gold_subset
ASG000b4yi,50f8946d95ad7f20fa000001:ac157c39926fc301901e0b493d635405,elephant,expert_gold_subset
ASG000b4yi,50f92ff7dea6532b30000001:ca342c8d7389b97f46451908edc8c666,elephant,expert_gold_subset
ASG000b4yi,50f95a9ddea6535463000001:8ea7f8f664b4359ecb8e37204f3b4c03,elephant,expert_gold_subset
ASG000b4yi,50f9688295ad7f7e1e000001:a019f0a8f590a17703fe30e02bc7e79e,elephant,expert_gold_subset
ASG000b4yi,50f97ad3dea6536e32000001:abfde75178c2c7146bdc94a11fe852ad,elephant,expert_gold_subset
ASG000b4yi,50f97cf4dea65379ce000001:79a9701d10b2b2357192af08f274b79d,elephant,expert_gold_subset
ASG000b4yi,5103510bdea6532536000001:7d4fd5bedd2f2c204bb3f10d358b2d6e,elephant,expert_gold_subset
ASG000b4yi,510412fa95ad7f456c000001:f3be6477417fb59f60d1d6e1d62d10e2,elephant,expert_gold_subset
ASG000b4yi,5105b52a95ad7f4345000001:6b901796377d752e40ea783bd2b07ba2,elephant,expert_gold_subset
ASG000b4yi,510763fadea6537413000001:b13f2becb9732fb6c6bb66f048c550d8,elephant,expert_gold_subset
ASG000b4yi,5107ddf6dea65360a8000001:99d7c77d3e4fe7c0e37eb7040e024061,elephant,expert_gold_subset
ASG000b4yi,51081b6195ad7f0ac2000001:458efc3d8c53268ed82d2b8fd3b955c4,elephant,expert_gold_subset
ASG000b4yi,510ac572c3b6635cbc000283:dba6329519e8e1cb6511983126646a8b,elephant,expert_gold_subset
ASG000b4yi,510ac6c53cc0d35e110003cd:not-logged-in-633a5c48ad3be7b05fa2801ba5ff1d2d,elephant,expert_gold_subset
ASG000b4yi,510bdab63cc0d379a00049ff:d68ed853cb32b09c9f752695319d9208,elephant,expert_gold_subset
ASG000b4yi,510eb7b2c3b6633a6301091d:9d47d65ab8192041bd925a5587358ba3,elephant,expert_gold_subset
ASG000b4yi,510f3de73cc0d3276600a863:d098481789d35cb23b687a002884d773,elephant,expert_gold_subset
ASG000b4yi,51111c22c3b663532b004691:not-logged-in-23fc25939282e752b58d4fb530c79f01,elephant,expert_gold_subset
ASG000b4yi,511c3d4d07f67523e80002f8:11499a3d835b93c4f5acaeed424c76bd,elephant,expert_gold_subset
ASG000b4yi,51200cbc2f48cc3a570033a8:fb466421ca1a700fc2313164df9ece90,elephant,expert_gold_subset
ASG000b4yi,51219d5107f67501c3006e50:2cbf59034127e5833ac9ef846b0b9abd,elephant,expert_gold_subset
ASG000b4yi,51251733ea731b3158009378:696da63aa4276c6f5b33ce53739e2eaa,elephant,expert_gold_subset
ASG000b4yi,512bfbe7ea731b289f00242c:87b07fa0c6b99b52faefa76bd0893a3b,elephant,expert_gold_subset
ASG000b4yi,512d8c012f48cc17c0000974:7faa29ab18f8897600e4cca8720c52a7,elephant,expert_gold_subset
ASG000b4yi,5131e0c22f48cc7e320015b3:not-logged-in-9d2cb7179f0a7b398d30de0b2799355c,elephant,expert_gold_subset
ASG000b4yi,5133c6f42f48cc7e3200af90:a56ef4bed03255e9ac6d295590e2cdd8,elephant,expert_gold_subset
ASG000b4yi,5137b4792f48cc7e3201b33e:018925cba91c8e24be4290ef102669e0,elephant,expert_gold_subset
ASG000b4yi,51413cadaa17f83da800ad44:946f5323e26964ecd9977543a7ec88b8,elephant,expert_gold_subset
ASG000b4yi,51475d1cdfb928258a0116da:3711edce3402d3978ea73a2e40b58224,elephant,expert_gold_subset
ASG000b4yi,514cb9f4a202b47d0f00f0e3:4681a97eca48820435ce6d7a86ceed19,elephant,expert_gold_subset
ASG000b4yi,514cf6cd7c1d5e04d3013b84:128f186a6e624baa44916dc982afe3f0,elephant,expert_gold_subset
ASG000b4yi,514df931e2b58d04b600369f:3f9692806f5350d10a074d3ad5377fe3,elephant,expert_gold_subset
ASG000b4yi,5150f0062aafc204ad004eee:d0843dc03de9d81469ec1bf3a368efa4,elephant,expert_gold_subset
ASG000b4yi,5166acedebc6ae043e00156e:6f5399aa13db455beef19fbbd009c542,elephant,expert_gold_subset
ASG000b4yi,51701f98ded91029a50064f5:130505aba335d2098cd146db3b240b59,elephant,expert_gold_subset
ASG000b4yi,517549e9ded9100e160107de:831d164399045b3e136bdbc17bc70852,elephant,expert_gold_subset
ASG000b4yi,5185a759de59d923c80064f2:22814a5c81b65542e767a19140ab80e3,elephant,expert_gold_subset
